Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
maceBattle,items,Item,KgNone,Battle Mace,,,,,
skullAxeBattle,items,Item,KgNone,Battle Skull Axe,,,,,
swordBattle,items,Item,KgNone,Battle Sword,,,,,
FantasyWeaponDesc,items,Item,KgNone,"Legendary Weapon found exclusively in special loot containers in a Castle.",,,,,
pipeIron,items,Item,KgNone,Iron Pipe,,,,,
pipeIronDesc,items,Item,KgNone,"A old plumbers pipe.  Only good for bashing heads with now.",,,,,
crowbarSteel,items,Item,KgNone,Steel Crowbar,,,,,
crowbarSteelDesc,items,Item,KgNone,"A crowbar is good for dismantling blocks and regaining back some resources.  Builder Class Exclusive.",,,,,
crowbarTungsten,items,Item,KgNone,Tungsten Crowbar,,,,,
shivPrisoner,items,Item,KgNone,Prisoner Shiv,,,,,
shivPrisonerDesc,items,Item,KgNone,"A shiv made in the joint.   Not the strongest of weapons.",,,,,
unit_tungsten,items,Item,KgNone,Tungsten,,,,,
unit_copper,items,Item,KgNone,Copper,,,,,
unit_zinc,items,Item,KgNone,Zinc,,,,,
scrapTungsten,items,Item,KgNone,Scrap Tungsten,,,,,
scrapTungstenDesc,items,Item,KgNone,"Salvagable material left over from a tungsten item.  Can be smelted in a tungsten forge.",,,,,
scrapCopper,items,Item,KgNone,Scrap Copper,,,,,
scrapCopperDesc,items,Item,KgNone,"Salvagable material left over from a copper material.  Can be combined with zinc to craft brass.",,,,,
LeadPenny,items,Item,KgNone,Lead Penny,,,,,
BrassPenny,items,Item,KgNone,Brass Penny,,,,,
TungstenPenny,items,Item,KgNone,Tungsten Penny,,,,,
CopperPenny,items,Item,KgNone,Copper Penny,,,,,
IronPenny,items,Item,KgNone,Iron Penny,,,,,
pennyDesc,items,Item,KgNone,"Pennies can be scrapped down to its core material, or can be sold to a trader.",,,,,
stonePickaxe,items,Item,KgNone,Stone Pickaxe,,,,,
stonePickaxeDesc,items,Item,KgNone,"A basic pickaxe that is best used on stone or metal blocks.",,,,,
stoneHoe,items,Item,KgNone,Stone Hoe,,,,,
stoneHoeDesc,items,Item,KgNone,"A basic hoe that will prep the ground for growing crops.",,,,,
ScrapIronAxe,items,Item,KgNone,Scrap Iron Axe,,,,,
ScrapIronAxeDesc,items,Item,KgNone,"A upgraded primitive axe for cutting wood.",,,,,
ScrapIronPickaxe,items,Item,KgNone,Scrap Iron Pickaxe,,,,,
ScrapIronPickaxeDesc,items,Item,KgNone,"A upgraded primitive pickaxe for mining stone or metal.",,,,,
ScrapIronShovel,items,Item,KgNone,Scrap Iron Shovel,,,,,
ScrapIronShovelDesc,items,Item,KgNone,"A upgraded primitive shovel for digging up earth.",,,,,
PickaxeTungsten,items,Item,KgNone,Tungsten Pickaxe,,,,,
PickaxeTungstenDesc,items,Item,KgNone,"A pickaxe made from tungsten great for mining stone or metal.",,,,,
FireaxeTungsten,items,Item,KgNone,Tungsten Fireaxe,,,,,
FireaxeTungstenDesc,items,Item,KgNone,"A fireaxe made from tungsten great for cutting wood.",,,,,
ShovelTungsten,items,Item,KgNone,Tungsten Shovel,,,,,
ShovelTungstenDesc,items,Item,KgNone,"A shovel made from tungsten great for digging earth.",,,,,
PickaxeDiamondTipped,items,Item,KgNone,Diamond Tipped Pickaxe,,,,,
PickaxeDiamondTippedDesc,items,Item,KgNone,"A pickaxe made of diamonds that will blow through stone or metal.",,,,,
FireaxeDiamondTipped,items,Item,KgNone,Diamond Tipped Fireaxe,,,,,
FireaxeDiamondTippedDesc,items,Item,KgNone,"A fireaxe made of diamonds that will cut straight through wood.",,,,,
shovelDiamondTipped,items,Item,KgNone,Diamond Tipped Shovel,,,,,
shovelDiamondTippedDesc,items,Item,KgNone,"A shovel made of diamonds that will plow through earth.",,,,,
axeIce,items,Item,KgNone,Ice Axe,,,,,
axeIceDesc,items,Item,KgNone,"A axe that was made for climbing the wall in the north.  Winter is Coming.",,,,,
handWeeder,items,Item,KgNone,Iron Sickle,,,,,
handWeederDesc,items,Item,KgNone,"A iron sickle is a great tool for clearing out large patches of grass.",,,,,
sickleSteel,items,Item,KgNone,Steel Sickle,,,,,
sickleSteelDesc,items,Item,KgNone,"A steel sickle is a great tool for clearing out large patches of grass.",,,,,
stoneHammer,items,Item,KgNone,Stone Hammer,,,,,
stoneHammerDesc,items,Item,KgNone,"A primitive stone hammer is used for upgrading/repairing blocks.",,,,,
scrapIronHammer,items,Item,KgNone,Scrap Iron Hammer,,,,,
scrapIronHammerDesc,items,Item,KgNone,"A scrap iron hammer will upgrade/repair blocks at a faster rate than the stone hammer.",,,,,
steelClawHammer,items,Item,KgNone,Steel Claw Hammer,,,,,
steelClawHammerDesc,items,Item,KgNone,"A steel claw hammer is a excellent tool to quickly upgrade/repair your blocks with.",,,,,
scrapIronWrench,items,Item,KgNone,Scrap Iron Wrench,,,,,
scrapIronWrenchDesc,items,Item,KgNone,"A wrench is used to disassemble cars, and other type mechanical parts.",,,,,
HDWrench,items,Item,KgNone,Steel Wrench,,,,,
HDWrenchDesc,items,Item,KgNone,"This steel wrench will give a greater harvest for disassembling mechanical blocks.  Mechanic Class Exclusive.",,,,,
tungstenWrench,items,Item,KgNone,Tungsten Wrench,,,,,
tungstenWrenchDesc,items,Item,KgNone,"The best wrench to get the most harvest from disassembling mechanical blocks.  Mechanic Class Exclusive.",,,,,
screwdriver,items,Item,KgNone,Screwdriver,,,,,
screwdriverDesc,items,Item,KgNone,"Screwdrivers can be usedf for dismantling electronic devices.  Tradesman Class Exclusive.",,,,,
HDNailgun,items,Item,KgNone,HD Nailgun,,,,,
HDNailgunDesc,items,Item,KgNone,"A HD nailgun is the best tool for upgrading blocks with.  Builder Class Exclusive.",,,,,
ECOAuger,items,Item,KgNone,Steel Auger,,,,,
ECOAugerDesc,items,Item,KgNone,"A steel auger that has a bigger gas tank and a stronger blade.  Tradesman Class Exclusive.",,,,,
HDAuger,items,Item,KgNone,Tungsten Auger,,,,,
HDAugerDesc,items,Item,KgNone,"A tungsten auger that has a huge gas tank and a powerful blade.  Tradesman Class Exclusive.",,,,,
ECOChainsaw,items,Item,KgNone,Steel Chainsaw,,,,,
ECOChainsawDesc,items,Item,KgNone,"A steel chainsaw that has a bigger gas tank and a stronger blade.  Tradesman Class Exclusive.",,,,,
HDChainsaw,items,Item,KgNone,Tungsten Chainsaw,,,,,
HDChainsawDesc,items,Item,KgNone,"A tungsten chainsaw that has a huge gas tank and a powerful blade.  Tradesman Class Exclusive.",,,,,
LightCoat,items,Item,KgNone,Light Coat,,,,,
LightCoatDesc,items,Item,KgNone,"A lighter coat that will help keep you warm in cool environments.",,,,,
FaceMask,items,Item,KgNone,Face Mask,,,,,
FaceMaskDesc,items,Item,KgNone,"A face mask will protect your face from cold environments.",,,,,
OrangeHDMiningHelmet,items,Item,KgNone,HD Mining Helmet,,,,,
OrangeHDMiningHelmetDesc,items,Item,KgNone,"A heavy duty mining helmet with a light.  Stronger protection for blunt damage.",,,,,
FlannelPants,items,Item,KgNone,Flannel Pants,,,,,
FlannelPantsDesc,items,Item,KgNone,"Warm pants to keep your legs warm in cold weather.",,,,,
BlackBoots,items,Item,KgNone,Black Boots,,,,,
BlackBootsDesc,items,Item,KgNone,"A nice pair of black boots.",,,,,
PrisonerShirt,items,Item,KgNone,Prisoner Shirt,,,,,
PrisonerShirtDesc,items,Item,KgNone,"A shirt that was used to clothe a prisoner.",,,,,
PrisonerPants,items,Item,KgNone,Prisoner Pants,,,,,
PrisonerPantsDesc,items,Item,KgNone,"A pair of pants that was used to clothe a prisoner.",,,,,
snuggie,items,Item,KgNone,Snuggie,,,,,
snuggieDesc,items,Item,KgNone,"This snuggie will keep you warm on a cold winters night.",,,,,
ballCapBGG,items,Item,KgNone,BGG Baseball Cap,,,,,
ballCapBGGDesc,items,Item,KgNone,"A bearded guys gaming baseball cap.",,,,,
KevlarBoots,items,Item,KgNone,Kevlar Boots,,,,,
KevlarGloves,items,Item,KgNone,Kevlar Gloves,,,,,
KevlarLegArmor,items,Item,KgNone,Kevlar Leg Armor,,,,,
KevlarVest,items,Item,KgNone,Kevlar Chest Armor,,,,,
KevlarHelmet,items,Item,KgNone,Kevlar Helmet,,,,,
KevlarArmorDesc,items,Item,KgNone,"Strong armor made from kevlar.  Protection Class Exclusive.",,,,,
TungstenBoots,items,Item,KgNone,Tungsten Boots,,,,,
TungstenLegArmor,items,Item,KgNone,Tungsten Leg Armor,,,,,
TungstenChestArmor,items,Item,KgNone,Tungsten Chest Armor,,,,,
TungstenHelmet,items,Item,KgNone,Tungsten Helmet,,,,,
TungstenGloves,items,Item,KgNone,Tungsten Gloves,,,,,
TungstenArmorDesc,items,Item,KgNone,"Extremely strong armor made from tungsten.  Protection Class Exclusive.",,,,,
silverBoots,items,Item,KgNone,Silver Boots,,,,,
silverPants,items,Item,KgNone,Silver Leg Armor,,,,,
silverJacket,items,Item,KgNone,Silver Chest Armor,,,,,
silverHat,items,Item,KgNone,Silver Helmet,,,,,
silverGloves,items,Item,KgNone,Silver Gloves,,,,,
silverArmorDesc,items,Item,KgNone,"Armor made from silver.  Covert Class Exclusive.",,,,,
QuestNoteDesc,items,Item,KgNone,"A quest note found that when completed will reward you with experience.",,,,,
Quest_DwallsTask,items,Item,KgNone,Quest: Dwalls Task,,,,,
Quest_DwallsQuest1,items,Item,KgNone,Quest: Dwalls Quest,,,,,
Challenge_MushroomStew,items,Item,KgNone,Challenge: Mushroom Stew,,,,,
Challenge_MeatStew,items,Item,KgNone,Challenge: Meat Stew,,,,,
Challenge_ApplePieandJuice,items,Item,KgNone,Challenge: Apple Pie and Juice,,,,,
Challenge_BaconAndEggs,items,Item,KgNone,Challenge: Bacon and Eggs,,,,,
Challenge_MossyBrew,items,Item,KgNone,Challenge: Mossy Brew,,,,,
Challenge_VegetableStew,items,Item,KgNone,Challenge: Vegetable Stew,,,,,
Challenge_Coffee,items,Item,KgNone,Challenge: Coffee,,,,,
Challenge_BlueberryPie,items,Item,KgNone,Challenge: Blueberry Pie,,,,,
Challenge_Bandage,items,Item,KgNone,Challenge: Bandage,,,,,
Challenge_FirstAidBandage,items,Item,KgNone,Challenge: First Aid Bandage,,,,,
Challenge_FirstAidKit,items,Item,KgNone,Challenge: First Aid Kit,,,,,
Challenge_Antibiotics,items,Item,KgNone,Challenge: Antibiotics,,,,,
Challenge_Splint,items,Item,KgNone,Challenge: Splint,,,,,
Challenge_HerbalAntibiotics,items,Item,KgNone,Challenge: Herbal Antibiotics,,,,,
Challenge_Vitamins,items,Item,KgNone,Challenge: Vitamins,,,,,
Challenge_WoodFrames,items,Item,KgNone,Challenge: Wood Frames,,,,,
Challenge_ScrapFrames,items,Item,KgNone,Challenge: Scrap Frames,,,,,
Challenge_RebarFrames,items,Item,KgNone,Challenge: Rebar Frames,,,,,
Challenge_Windows,items,Item,KgNone,Challenge: Windows,,,,,
Challenge_Crates,items,Item,KgNone,Challenge: Crates,,,,,
Challenge_WoodSpikes,items,Item,KgNone,Challenge: Wood Spikes,,,,,
Challenge_RedWoodenBowKills,items,Item,KgNone,Challenge: Hardwooden Bow,,,,,
Challenge_SteelCrossbowKills,items,Item,KgNone,Challenge: Steel Crossbow,,,,,
Challenge_IronTools,items,Item,KgNone,Challenge: Iron Tools,,,,,
Challenge_SteelTools,items,Item,KgNone,Challenge: Steel Tools,,,,,
Challenge_TungstenTools,items,Item,KgNone,Challenge: Tungsten Tools,,,,,
Quest_DwallsQuest2,items,Item,KgNone,Quest: Dwalls Quest 2,,,,,
Challenge_GreenTea,items,Item,KgNone,Challenge: Green Tea,,,,,
Challenge_WoodenClub,items,Item,KgNone,Challenge: Wooden Club,,,,,
Challenge_IronClub,items,Item,KgNone,Challenge: Iron Club,,,,,
Challenge_TungstenClub,items,Item,KgNone,Challenge: Tungsten Club,,,,,
Challenge_SteelMachete,items,Item,KgNone,Challenge: Steel Machete,,,,,
Challenge_TungstenMachete,items,Item,KgNone,Challenge: Tungsten Machete,,,,,
Challenge_ScreamerZombie,items,Item,KgNone,Challenge: Zombie Screamer,,,,,
Challenge_CopZombie,items,Item,KgNone,Challenge: Zombie Cop,,,,,
Challenge_FeralZombie,items,Item,KgNone,Challenge: Zombie Feral,,,,,
Challenge_DogKill,items,Item,KgNone,Challenge: Zombie Dog,,,,,
Challenge_NurseZombie,items,Item,KgNone,Challenge: Zombie Nurse,,,,,
Challenge_CrawlerZombies,items,Item,KgNone,Challenge: Zombie Crawlers,,,,,
Challenge_MeleeCrawlerZombies,items,Item,KgNone,Challenge: Melee Zombie Crawlers,,,,,
Challenge_boarmetodeath,items,Item,KgNone,Challenge: Boar me to Death,,,,,
Challenge_wolfhunter,items,Item,KgNone,Challenge: Wolf Hunter,,,,,
Challenge_direwolfhunter,items,Item,KgNone,Challenge: Dire Wolf Hunter,,,,,
Challenge_constructionworker,items,Item,KgNone,Challenge: Construction Workers,,,,,
Challenge_HungryZombie,items,Item,KgNone,Challenge: Hungry Zombies,,,,,
Challenge_PunkZombies,items,Item,KgNone,Challenge: Zombie Punks,,,,,
Challenge_StripperandBiker,items,Item,KgNone,Challenge: Strippers and Bikers,,,,,
Challenge_Farmer,items,Item,KgNone,Challenge: Zombie Farmers,,,,,
Challenge_BusinessMan,items,Item,KgNone,Challenge: Zombie Business Man,,,,,
Challenge_Cowboy,items,Item,KgNone,Challenge: Zombie Cowboys,,,,,
Challenge_LocateTrader,items,Item,KgNone,Challenge: Locate Trader,,,,,
Challenge_LocateTraderDesc,items,Item,KgNone,"Accepting this quest will automatically locate the nearest trader to your current location.",,,,,
Quest_TraderLocation,items,Item,KgNone,Quest: Locate Trader,,,,,
Quest_TraderLocationDesc,items,Item,KgNone,"Accepting this quest will automatically locate the nearest trader to your current location.",,,,,
Treasure_DwallsLostGoods,items,Item,KgNone,Treasure: Dwalls Lost Goods,,,,,
Treasure_HealthSupplies,items,Item,KgNone,Treasure: Health Supplies,,,,,
Treasure_BuildingSupplies,items,Item,KgNone,Treasure: Building Supplies,,,,,
Treasure_AmmoSupplies,items,Item,KgNone,Treasure: Ammo Supplies,,,,,
Treasure_FoodandDrinkSupplies,items,Item,KgNone,Treasure: Food and Drink Supplies,,,,,
Treasure_MidTierWeaponsSupplies,items,Item,KgNone,Treasure: Mid Tier Weapons Supplies,,,,,
Treasure_HighTierWeaponsSupplies,items,Item,KgNone,Treasure: High Tier Weapons Supplies,,,,,
Treasure_LowTierWeaponsSupplies,items,Item,KgNone,Treasure: Low Tier Weapons Supplies,,,,,
TreasureQuestNoteDesc,items,Item,KgNone,"A treasure note that will take you on a quest for treasure.",,,,,
SteelMinibikeChassis,items,Item,KgNone,Steel Minibike Chassis,,,,,
SteelMinibikeChassisDesc,items,Item,KgNone,"A minibike chassis made from steel, combined with other parts to craft a eco minibike.  Mechanic Class Exclusive.",,,,,
TungstenMinibikeChassis,items,Item,KgNone,Tungsten Minibike Chassis,,,,,
TungstenMinibikeChassisDesc,items,Item,KgNone,"A minibike chassis made from tungsten, combined with other parts to craft a hd minibike.  Mechanic Class Exclusive.",,,,,
ECOSmallEngine,items,Item,KgNone,ECO Small Engine,,,,,
ECOSmallEngineDesc,items,Item,KgNone,"A eco small engine.  Can be used in a ECO generator bank or as a part for a eco minibike.  Mechanic Class Exclusive.",,,,,
HDSmallEngine,items,item,KgNone,HD Small Engine,,,,,
HDSmallEngineDesc,items,Item,KgNone,"A hd small engine.  Can be used in a hd generator bank or as a part for a hd minibike.  Mechanic Class Exclusive.",,,,,
ECOBattery,items,Item,KgNone,ECO Battery,,,,,
ECOBatteryDesc,items,Item,KgNone,"A eco battery.  Can be used in a eco battery bank or as a part for a eco minibike.  Mechanic Class Exclusive.",,,,,
HDBattery,items,Item,KgNone,HD Battery,,,,,
HDBatteryDesc,items,Item,KgNone,"A hd battery.  Can be used in a hd battery bank or as a part for a hd minibike.  Mechanic Class Exclusive.",,,,,
vehicleHDWheels,items,Item,KgNone,HD Vehicle Wheels,,,,,
vehicleHDWheelsDesc,items,Item,KgNone,"HD vehicle wheels is a part for crafting a hd minibike.  Mechanic Class Exclusive.",,,,,
SteelMinibikeHandlebars,items,Item,KgNone,Steel Minibike Handlebars,,,,,
SteelMinibikeHandlebarsDesc,items,Item,KgNone,"Minibike handlebars made from steel.  A part for crafting a eco minibike.  Mechanic Class Exclusive.",,,,,
TungstenMinibikeHandlebars,items,Item,KgNone,Tungsten Minibike Handlebars,,,,,
TungstenMinibikeHandlebarsDesc,items,Item,KgNone,"Minibike handlebars made from tungsten.  A part for crafting a hd minibike.  Mechanic Class Exclusive.",,,,,
ECOMinibikePlaceable,items,Item,KgNone,ECO Minibike,,,,,
ECOMinibikePlaceableDesc,items,Item,KgNone,"A eco minibike that can be placed on the ground.  Mechanic Class Exclusive.",,,,,
HDMinibikePlaceable,items,Item,KgNone,HD Minibike,,,,,
HDMinibikePlaceableDesc,items,Item,KgNone,"A hd minibike that can be placed on the ground.  Mechanic Class Exclusive.",,,,,
steelMotorcycleChassis,items,Item,KgNone,Steel Motorcycle Chassis,,,,,
steelMotorcycleChassisDesc,items,Item,KgNone,"A motorcycle chassis made from steel, combined with other parts to craft a eco motorcycle.  Mechanic Class Exclusive.",,,,,
steelMotorcycleHandlebars,items,Item,KgNone,Steel Motorcycle Handlebars,,,,,
steelMotorcycleHandlebarsDesc,items,Item,KgNone,"Motorcycle handlebars made from steel.  A part for crafting a eco motorcycle.  Mechanic Class Exclusive.",,,,,
ECOMotorcyclePlaceable,items,Item,KgNone,ECO Motorcycle,,,,,
ECOMotorcyclePlaceableDesc,items,Item,KgNone,"A eco motorcycle that can be placed on the ground.  Mechanic Class Exclusive.",,,,,
tungstenMotorcycleChassis,items,Item,KgNone,Tungsten Motorcycle Chassis,,,,,
tungstenMotorcycleChassisDesc,items,Item,KgNone,"A motorcycle chassis made from tungsten, combined with other parts to craft a hd motorcycle.  Mechanic Class Exclusive.",,,,,
tungstenMotorcycleHandlebars,items,Item,KgNone,Tungsten Motorcycle Handlebars,,,,,
tungstenMotorcycleHandlebarsDesc,items,Item,KgNone,"Motorcycle handlebars made from tungsten.  A part for crafting a hd motorcycle.  Mechanic Class Exclusive.",,,,,
HDMotorcyclePlaceable,items,Item,KgNone,HD Motorcycle,,,,,
HDMotorcyclePlaceableDesc,items,Item,KgNone,"A hd motorcycle that can be placed on the ground.  Mechanic Class Exclusive.",,,,,
steel4x4TruckChassis,items,Item,KgNone,Steel 4X4 Chassis,,,,,
steel4x4TruckChassisDesc,items,Item,KgNone,"A 4X4 chassis made from steel, combined with other parts to craft a eco 4X4.  Mechanic Class Exclusive.",,,,,
steel4x4TruckAccessories,items,Item,KgNone,Steel 4X4 Accessories,,,,,
steel4x4TruckAccessoriesDesc,items,Item,KgNone,"4X4 accessories made from steel.  A part for crafting a eco 4X4.  Mechanic Class Exclusive.",,,,,
ECO4x4TruckPlaceable,items,Item,KgNone,ECO 4X4 Truck,,,,,
ECO4x4TruckPlaceableDesc,items,Item,KgNone,"A eco 4X4 that can be placed on the ground.  Mechanic Class Exclusive.",,,,,
tungsten4x4TruckChassis,items,Item,KgNone,Tungsten 4X4 Chassis,,,,,
tungsten4x4TruckChassisDesc,items,Item,KgNone,"A 4X4 chassis made from tungsten, combined with other parts to craft a hd 4X4.  Mechanic Class Exclusive.",,,,,
tungsten4x4TruckAccessories,items,Item,KgNone,Tungsten 4X4 Accessories,,,,,
tungsten4x4TruckAccessoriesDesc,items,Item,KgNone,"4X4 accessories made from tungsten.  A part for crafting a hd 4X4.  Mechanic Class Exclusive.",,,,,
HD4x4TruckPlaceable,items,Item,KgNone,HD 4X4 Truck,,,,,
HD4x4TruckPlaceableDesc,items,Item,KgNone,"A hd 4X4 that can be placed on the ground.  Mechanic Class Exclusive.",,,,,
ClassPaperBuilder,items,Item,KgNone,Builder Class Paper,,,,,
ClassPaperSurvivalist,items,Item,KgNone,Survivalist Class Paper,,,,,
ClassPaperScholar,items,Item,KgNone,Scholar Class Paper,,,,,
ClassPaperMarksman,items,Item,KgNone,Marksman Class Paper,,,,,
ClassPaperFighter,items,Item,KgNone,Fighter Class Paper,,,,,
ClassPaperTradesman,items,Item,KgNone,Tradesman Class Paper,,,,,
ClassPaperProtection,items,Item,KgNone,Protection Class Paper,,,,,
ClassPaperElectrician,items,Item,KgNone,Electrician Class Paper,,,,,
ClassPaperCovert,items,Item,KgNone,Covert Class Paper,,,,,
ClassPaperCook,items,Item,KgNone,Cook Class Paper,,,,,
ClassPaperMechanic,items,Item,KgNone,Mechanic Class Paper,,,,,
ClassPaperDesc,items,Item,KgNone,"This is crafted at the end of you class quest line to complete it and grant you your class status.",,,,,
classFragmentBuilder,items,Item,KgNone,Builder Class Fragment,,,,,
classFragmentSurvivalist,items,Item,KgNone,Survivalist Class Fragment,,,,,
classFragmentScholar,items,Item,KgNone,Scholar Class Fragment,,,,,
classFragmentMarksman,items,Item,KgNone,Marksman Class Fragment,,,,,
classFragmentFighter,items,Item,KgNone,Fighter Class Fragment,,,,,
classFragmentTradesman,items,Item,KgNone,Tradesman Class Fragment,,,,,
classFragmentProtection,items,Item,KgNone,Protection Class Fragment,,,,,
classFragmentElectrician,items,Item,KgNone,Electrician Class Fragment,,,,,
classFragmentCovert,items,Item,KgNone,Covert Class Fragment,,,,,
classFragmentCook,items,Item,KgNone,Cook Class Fragment,,,,,
classFragmentMechanic,items,Item,KgNone,Mechanic Class Fragment,,,,,
classFragmentsDesc,items,Item,KgNone,"Gather 5 of these fragments to craft a class paper to complete the quest line.",,,,,
classChallenge_woodframes,items,Item,KgNone,Class Challenge: Wood Frames,,,,,
classChallenge_scrapframes,items,Item,KgNone,Class Challenge: Scrap Frames,,,,,
classChallenge_rebarframes,items,Item,KgNone,Class Challenge: Rebar Frames,,,,,
classTreasure_buildingsupplies,items,Item,KgNone,Class Treasure: Building Supplies,,,,,
classChallenge_TraumaFirstAidBandage,items,Item,KgNone,Class Challenge: Trauma First Aid Bandage,,,,,
classChallenge_TraumaFirstAidKit,items,Item,KgNone,Class Challenge: Trauma First Aid Kit,,,,,
classChallenge_SpeedTraps,items,Item,KgNone,Class Challenge: Speed Traps,,,,,
classTreasure_survivalistsupplies,items,Item,KgNone,Class Treasure: Survivalist Supplies,,,,,
classChallenge_seedcrafting,items,Item,KgNone,Class Challenge: Seed Crafting,,,,,
classChallenge_seedcrafting2,items,Item,KgNone,Class Challenge: Seed Crafting Part II,,,,,
classChallenge_seedplacing,items,Item,KgNone,Class Challenge: Seed Planting,,,,,
classChallenge_seedplacing2,items,Item,KgNone,Class Challenge: Seed Planting Part II,,,,,
classChallenge_deserteagleassemble,items,Item,KgNone,Class Challenge: Desert Eagle Assembly,,,,,
classChallenge_barettashotgunassemble,items,Item,KgNone,Class Challenge: Baretta Assembly,,,,,
classChallenge_m25sniperassemble,items,Item,KgNone,Class Challenge: M25 Sniper Assembly,,,,,
classTreasure_guncrate,items,Item,KgNone,Class Treasure: Gun Crate,,,,,
classChallenge_goldtippedknife,items,Item,KgNone,Class Challenge: Gold Tipped Knife,,,,,
classChallenge_goldtippedmachete,items,Item,KgNone,Class Challenge: Gold Tipped Machete,,,,,
classChallenge_meleezombies,items,Item,KgNone,Class Challenge: Melee Zombies,,,,,
classTreasure_weaponcrate,items,Item,KgNone,Class Treasure: Weapon Crate,,,,,
classChallenge_sledgehammer,items,Item,KgNone,Class Challenge: Sledgehammer,,,,,
classChallenge_minibikeparts,items,Item,KgNone,Class Challenge: Minibike Parts,,,,,
classChallenge_diamondtools,items,Item,KgNone,Class Challenge: Diamond Tools,,,,,
classTreasure_tradesmansupplies,items,Item,KgNone,Class Treasure: Tradesman Supplies,,,,,
classChallenge_kevlararmor,items,Item,KgNone,Class Challenge: Kevlar Armor,,,,,
classChallenge_steelarmor,items,Item,KgNone,Class Challenge: Steel Armor,,,,,
classChallenge_tungstenarmor,items,Item,KgNone,Class Challenge: Tungsten Armor,,,,,
classTreasure_armorcrate,items,Item,KgNone,Class Treasure: Armor Crate,,,,,
classChallenge_Lighting,items,Item,KgNone,Class Challenge: Lighting,,,,,
classChallenge_BaseTraps,items,Item,KgNone,Class Challenge: Base Traps,,,,,
classChallenge_BaseTraps2,items,Item,KgNone,Class Challenge: Base Traps Part II,,,,,
classTreasure_BaseTraps2,items,Item,KgNone,Class Treasure: Base Traps,,,,,
classChallenge_SilverArmorCraft,items,Item,KgNone,Class Challenge: Silver Armor Crafting,,,,,
classChallenge_SilverArmored,items,Item,KgNone,Class Challenge: Silver Armored,,,,,
classChallenge_Lockpicking,items,Item,KgNone,Class Challenge: Lockpicking,,,,,
classTreasure_covertarmor,items,Item,KgNone,Class Treasure: Covert Armor,,,,,
classChallenge_pieCrafting,items,Item,KgNone,Class Challenge: Pie Crafting,,,,,
classChallenge_soupBasics,items,Item,KgNone,Class Challenge: Soup Basics,,,,,
classChallenge_chickenSoupMaster,items,Item,KgNone,Class Challenge: Chicken Soup,,,,,
classChallenge_beefSoupMaster,items,Item,KgNone,Class Challenge: Beed Soup,,,,,
classChallenge_dinnerMaster,items,Item,KgNone,Class Challenge: Dinner Master,,,,,
ClassQuestNoteDesc,items,Item,KgNone,"A class exclusive quest.",,,,,
ClassTreasureQuestNoteDesc,items,Item,KgNone,"A class exclusive treasure quest.",,,,,
lockPickSafe,items,Item,KgNone,Lockpick (Safe),,,,,
lockPickSafeDesc,items,Item,KgNone,"Lockpicks can unlock gunsafes, wallsafes and desksafes.  Cannot be used on player made safes.  (Covert Class Exclusive)",,,,,
AppleJuiceRecipe,items,Item,KgNone,Apple Juice Recipe,,,,,
AppleJuiceRecipeDesc,items,Item,KgNone,"Learn how to craft Apple Juice.  Cook Class Exclusive.",,,,,
blunderbussDoubleBarrelSchematic,items,Item,KgNone,Double Barrel Blunderbuss Schematic,,,,,
blunderbussDoubleBarrelSchematicDesc,items,Item,KgNone,"Learn how to craft a Double Barrel Blunderbuss.",,,,,
Remington8Schematic,items,Item,KgNone,Remington8 Schematic,,,,,
Remington8SchematicDesc,items,Item,KgNone,"Learn how to craft a Remington8 Rifle.  Marksman Class Exclusive.",,,,,
DesertEagleSchematic,items,Item,KgNone,Desert Eagle Schematic,,,,,
DesertEagleSchematicDesc,items,Item,KgNone,"Learn how to craft a Desert Eagle Pistol.  Marksman Class Exclusive.",,,,,
FAMASSchematics,items,Item,KgNone,FAMAS Schematic,,,,,
FAMASSchematicsDesc,items,Item,KgNone,"Learn how to craft a FAMAS Rifle.  Marksman Class Exclusive.",,,,,
M25SniperRifleSchematic,items,Item,KgNone,M25 Sniper Rifle Schematic,,,,,
M25SniperRifleSchematicDesc,items,Item,KgNone,"Learn how to craft a M25 Sniper Rifle.  Marksman Class Exclusive.",,,,,
BarettaShotgunSchematic,items,Item,KgNone,Baretta Shotgun Schematic,,,,,
BarettaShotgunSchematicDesc,items,Item,KgNone,"Learn how to craft a Baretta Shotgun.  Marksman Class Exclusive.",,,,,
steelHuntingKnifeSchematic,items,Item,KgNone,Steel Hunting Knife Schematic,,,,,
steelHuntingKnifeSchematicDesc,items,Item,KgNone,"Learn how to craft a Steel Hunting Knife.  Fighter Class Exclusive.",,,,,
tungstenHuntingKnifeSchematic,items,Item,KgNone,Tungsten Hunting Knife Schematic,,,,,
tungstenHuntingKnifeSchematicDesc,items,Item,KgNone,"Learn how to craft a Tungsten Hunting Knife.  Fighter Class Exclusive.",,,,,
sledgehammerTungstenSchematic,items,Item,KgNone,Tungsten Sledgehammer Schematic,,,,,
sledgehammerTungstenSchematicDesc,items,Item,KgNone,"Learn how to craft a Tungsten Sledgehammer.",,,,,
GoldTippedKnifeBook,items,Item,KgNone,Gold Tipped Knife Schematic,,,,,
